0.000000000000000000e+00,6.118339441953107166e-02,6.392578544416784025e-02,5.856832294700953928e-02,5.732011349964614977e-02,6.153427104103766088e-02,6.187022714062310330e-02,5.815020255041695313e-02,6.942931852983941221e-02,6.834351350900917665e-02,6.710883001336000186e-02,4.585220517759423797e-02,5.294359444499008305e-02,5.614473360211919700e-02,6.742941249238518231e-02,5.353904656262332973e-02,4.986526075010522252e-02,4.679176787554179678e-02
6.122595795301024463e-02,0.000000000000000000e+00,6.788560680407598746e-02,6.489107127407589548e-02,6.609075868208591498e-02,6.069312194339863964e-02,5.440361675307009426e-02,4.488022299668501663e-02,5.785527028015539919e-02,5.884956270369534614e-02,6.165044439459889392e-02,5.438350131079942168e-02,4.201895883509151192e-02,5.408300289077871970e-02,6.491070964895198636e-02,6.189479632132231096e-02,6.138828471627845451e-02,6.289511249192611397e-02
6.154093924003159466e-02,6.530760096742653509e-02,0.000000000000000000e+00,6.587227131583418827e-02,6.561308424050295296e-02,6.307070714069927531e-02,5.598285581033189684e-02,4.741506545908710790e-02,5.908889915326780151e-02,6.111098247897862185e-02,6.468705326687931856e-02,5.612215569392468156e-02,3.981642039254632004e-02,5.496378540815979180e-02,6.397267951081347936e-02,5.996394649767958218e-02,5.652226882290656285e-02,5.894928460093024764e-02
5.997679563866664676e-02,6.640539942330879464e-02,7.007047501820454216e-02,0.000000000000000000e+00,6.805271767741327693e-02,6.370973631257718928e-02,5.210033482732675386e-02,3.937907064726597212e-02,5.761561065876356219e-02,5.934787889763101787e-02,6.415407840478050405e-02,6.104849895955399841e-02,2.633547140689853489e-02,5.425658178517481223e-02,6.169040104807364810e-02,6.436726040905886570e-02,6.440694752589419536e-02,6.708274135940778260e-02
5.714068970129164426e-02,6.583807928787739627e-02,6.794239345126652785e-02,6.624657643905593196e-02,0.000000000000000000e+00,6.710373606395700352e-02,5.715578067752619812e-02,4.712062475825298802e-02,5.624204450043646802e-02,5.754473863916309551e-02,6.329182800482277549e-02,6.078068088155606091e-02,3.611192919386579242e-02,5.641721945527369136e-02,6.303847972710231728e-02,6.335562702264405099e-02,5.601179130845464205e-02,5.865778088745341595e-02
6.043498326818467353e-02,5.956742165117544230e-02,6.434443607224173134e-02,6.110217688148166654e-02,6.611189568089628765e-02,0.000000000000000000e+00,6.248545811020461693e-02,5.307390742037521730e-02,6.291719048406654857e-02,6.412228645274402339e-02,6.702771489672774974e-02,5.545246308552777975e-02,4.012681368773711454e-02,5.557393537665220040e-02,6.215618601250637310e-02,6.153571173820512885e-02,5.165959978117495854e-02,5.230781940009850833e-02
6.316884488085804106e-02,5.550690040736571546e-02,5.937289515512231275e-02,5.194470314719785986e-02,5.853868328055353287e-02,6.495743046053835401e-02,0.000000000000000000e+00,6.831448290678136803e-02,6.748502426133434762e-02,6.683032206691764954e-02,6.715447167522403671e-02,5.578997263278466512e-02,5.543008358079956621e-02,6.844134718580026366e-02,6.722205667867060808e-02,5.025509111192413836e-02,4.004889263205200362e-02,3.953879793607548154e-02
6.795011531510788960e-02,5.240731998413906273e-02,5.755290814390955773e-02,4.493491848720838205e-02,5.523464534937096160e-02,6.314641256974892758e-02,7.818627572405069392e-02,0.000000000000000000e+00,7.148123784225729471e-02,6.839255957641422745e-02,6.621286212852744990e-02,4.706451784073412137e-02,7.276906804673213824e-02,6.909859697706902115e-02,7.255400689500558775e-02,5.004248912553296152e-02,3.284607005887556219e-02,3.012599593531607722e-02
6.938966842470030427e-02,5.778203264721916421e-02,6.134367090896226948e-02,5.623045638377680011e-02,5.638642662713958670e-02,6.402504390383262356e-02,6.605992755867633182e-02,6.113712444009834074e-02,0.000000000000000000e+00,7.008316050805346586e-02,6.803750460861621163e-02,4.499055425631027366e-02,5.289167946499332557e-02,5.752984538247079421e-02,6.651460862855045064e-02,5.351035309327475259e-02,4.841946799908622423e-02,4.566847516423903214e-02
6.773033500461531076e-02,5.828101956105376930e-02,6.290963136568557268e-02,5.743421016491611492e-02,5.720751817381430210e-02,6.470287457159459854e-02,6.486915651717098386e-02,5.800371539164927287e-02,6.949406095665308647e-02,0.000000000000000000e+00,6.880747818170539210e-02,4.869427073471482154e-02,4.863890626798549055e-02,5.837581039766465835e-02,6.622925193403629562e-02,5.382754144109885147e-02,4.714759283730941830e-02,4.764662649833193570e-02
